id,tokens,ner_tags
34,a,0
34,great,0
34,peak,0
35,The,0
35,expedition,0
35,team,0
35,set,0
35,up,0
35,camp,0
35,at,0
35,the,0
35,base,0
35,of,0
36,The,0
36,hiking,0
36,trail,0
36,leads,0
36,to,0
36,a,0
36,beautiful,0
36,valley,0
36,near,0
37,The,0
37,legend,0
37,of,0
37,revolves,0
37,around,0
37,the,0
37,mythical,0
37,creatures,0
37,of,0
38,is,0
38,famed,0
38,for,0
38,its,0
38,challenging,0
38,climbing,0
38,routes,0
38,and,0
38,unique,0
38,geology,0
39,is,0
39,famed,0
39,for,0
39,its,0
39,challenging,0
39,climbing,0
39,routes,0
39,and,0
39,unique,0
39,geology,0
40,The,0
40,legend,0
40,of,0
40,revolves,0
40,around,0
40,the,0
40,mythical,0
40,creatures,0
40,of,0
41,Many,0
41,climbers,0
41,dream,0
41,of,0
41,scaling,0
41,the,0
41,summit,0
41,of,0
41,a,0
41,great,0
41,peak,0
42,The,0
42,hiking,0
42,trail,0
42,leads,0
42,to,0
42,a,0
42,beautiful,0
42,valley,0
42,near,0
43,Mount,1
43,Olympus,2
43,is,0
43,a,0
43,prominent,0
43,feature,0
43,in,0
43,the,0
43,landscape,0
43,of,0
44,Mount,1
44,Mont Blanc,2
44,is,0
44,a,0
44,prominent,0
44,feature,0
44,in,0
44,the,0
44,landscape,0
44,of,0
45,Many,0
45,climbers,0
45,dream,0
45,of,0
45,scaling,0
45,the,0
45,summit,0
45,of,0
45,a,0
45,great,0
45,peak,0
46,Mount,1
46,Annapurna,2
46,is,0
46,a,0
46,prominent,0
46,feature,0
46,in,0
46,the,0
46,landscape,0
46,of,0
47,The,0
47,legend,0
47,of,0
47,revolves,0
47,around,0
47,the,0
47,mythical,0
47,creatures,0
47,of,0
48,Many,0
48,climbers,0
48,dream,0
48,of,0
48,scaling,0
48,the,0
48,summit,0
48,of,0
48,a,0
48,great,0
48,peak,0
49,Many,0
49,climbers,0
49,dream,0
49,of,0
49,scaling,0
49,the,0
49,summit,0
49,of,0
49,a,0
49,great,0
49,peak,0
50,is,0
50,famed,0
50,for,0
50,its,0
50,challenging,0
50,climbing,0
50,routes,0
50,and,0
50,unique,0
50,geology,0
51,Many,0
51,climbers,0
51,dream,0
51,of,0
51,scaling,0
51,the,0
51,summit,0
51,of,0
51,a,0
51,great,0
51,peak,0
52,is,0
52,famed,0
52,for,0
52,its,0
52,challenging,0
52,climbing,0
52,routes,0
52,and,0
52,unique,0
52,geology,0
53,The,0
53,expedition,0
53,team,0
53,set,0
53,up,0
53,camp,0
53,at,0
53,the,0
53,base,0
53,of,0
54,Mount,1
54,McKinley,2
54,is,0
54,a,0
54,prominent,0
54,feature,0
54,in,0
54,the,0
54,landscape,0
54,of,0
55,Many,0
55,climbers,0
55,dream,0
55,of,0
55,scaling,0
55,the,0
55,summit,0
55,of,0
55,a,0
55,great,0
55,peak,0
56,The,0
56,legend,0
56,of,0
56,revolves,0
56,around,0
56,the,0
56,mythical,0
56,creatures,0
56,of,0
57,The,0
57,legend,0
57,of,0
57,revolves,0
57,around,0
57,the,0
57,mythical,0
57,creatures,0
57,of,0
58,Mount,1
58,Fuji,2
58,is,0
58,a,0
58,prominent,0
58,feature,0
58,in,0
58,the,0
58,landscape,0
58,of,0
59,Mount,1
59,Vesuvius,2
59,is,0
59,a,0
59,prominent,0
59,feature,0
59,in,0
59,the,0
59,landscape,0
59,of,0
60,Many,0
60,climbers,0
60,dream,0
60,of,0
60,scaling,0
60,the,0
60,summit,0
60,of,0
60,a,0
60,great,0
60,peak,0
61,Many,0
61,climbers,0
61,dream,0
61,of,0
61,scaling,0
61,the,0
61,summit,0
61,of,0
61,a,0
61,great,0
61,peak,0
62,Many,0
62,climbers,0
62,dream,0
62,of,0
62,scaling,0
62,the,0
62,summit,0
62,of,0
62,a,0
62,great,0
62,peak,0
63,Mount,1
63,Elbrus,2
63,is,0
63,a,0
63,prominent,0
63,feature,0
63,in,0
63,the,0
63,landscape,0
63,of,0
64,The,0
64,expedition,0
64,team,0
64,set,0
64,up,0
64,camp,0
64,at,0
64,the,0
64,base,0
64,of,0
65,is,0
65,famed,0
65,for,0
65,its,0
65,challenging,0
65,climbing,0
65,routes,0
65,and,0
65,unique,0
65,geology,0
66,Mount,1
66,Denali,2
66,is,0
66,a,0
66,prominent,0
66,feature,0
66,in,0
66,the,0
66,landscape,0
66,of,0
67,Mount,1
67,Eiger,2
67,is,0
67,a,0
67,prominent,0
67,feature,0
67,in,0
67,the,0
67,landscape,0
67,of,0
68,Mount,1
68,Kilimanjaro,2
68,is,0
68,a,0
68,prominent,0
68,feature,0
68,in,0
68,the,0
68,landscape,0
68,of,0
69,The,0
69,legend,0
69,of,0
69,revolves,0
69,around,0
69,the,0
69,mythical,0
69,creatures,0
69,of,0
70,is,0
70,famed,0
70,for,0
70,its,0
70,challenging,0
70,climbing,0
70,routes,0
70,and,0
70,unique,0
70,geology,0
71,The,0
71,hiking,0
71,trail,0
71,leads,0
71,to,0
71,a,0
71,beautiful,0
71,valley,0
71,near,0
72,Mount,1
72,Denali,2
72,is,0
72,a,0
72,prominent,0
72,feature,0
72,in,0
72,the,0
72,landscape,0
72,of,0
73,The,0
73,hiking,0
73,trail,0
73,leads,0
73,to,0
73,a,0
73,beautiful,0
73,valley,0
73,near,0
74,is,0
74,famed,0
74,for,0
74,its,0
74,challenging,0
74,climbing,0
74,routes,0
74,and,0
74,unique,0
74,geology,0
75,The,0
75,expedition,0
75,team,0
75,set,0
75,up,0
75,camp,0
75,at,0
75,the,0
75,base,0
75,of,0
76,Many,0
76,climbers,0
76,dream,0
76,of,0
76,scaling,0
76,the,0
76,summit,0
76,of,0
76,a,0
76,great,0
76,peak,0
77,The,0
77,legend,0
77,of,0
77,revolves,0
77,around,0
77,the,0
77,mythical,0
77,creatures,0
77,of,0
78,The,0
78,hiking,0
78,trail,0
78,leads,0
78,to,0
78,a,0
78,beautiful,0
78,valley,0
78,near,0
79,Many,0
79,climbers,0
79,dream,0
79,of,0
79,scaling,0
79,the,0
79,summit,0
79,of,0
79,a,0
79,great,0
79,peak,0
80,The,0
80,hiking,0
80,trail,0
80,leads,0
80,to,0
80,a,0
80,beautiful,0
80,valley,0
80,near,0
81,is,0
81,famed,0
81,for,0
81,its,0
81,challenging,0
81,climbing,0
81,routes,0
81,and,0
81,unique,0
81,geology,0
82,The,0
82,hiking,0
82,trail,0
82,leads,0
82,to,0
82,a,0
82,beautiful,0
82,valley,0
82,near,0
83,is,0
83,famed,0
83,for,0
83,its,0
83,challenging,0
83,climbing,0
83,routes,0
83,and,0
83,unique,0
83,geology,0
84,The,0
84,hiking,0
84,trail,0
84,leads,0
84,to,0
84,a,0
84,beautiful,0
84,valley,0
84,near,0
85,Mount,1
85,Lhotse,2
85,is,0
85,a,0
85,prominent,0
85,feature,0
85,in,0
85,the,0
85,landscape,0
85,of,0
86,The,0
86,legend,0
86,of,0
86,revolves,0
86,around,0
86,the,0
86,mythical,0
86,creatures,0
86,of,0
87,Mount,1
87,Matterhorn,2
87,is,0
87,a,0
87,prominent,0
87,feature,0
87,in,0
87,the,0
87,landscape,0
87,of,0
88,is,0
88,famed,0
88,for,0
88,its,0
88,challenging,0
88,climbing,0
88,routes,0
88,and,0
88,unique,0
88,geology,0
89,The,0
89,expedition,0
89,team,0
89,set,0
89,up,0
89,camp,0
89,at,0
89,the,0
89,base,0
89,of,0
90,is,0
90,famed,0
90,for,0
90,its,0
90,challenging,0
90,climbing,0
90,routes,0
90,and,0
90,unique,0
90,geology,0
91,The,0
91,legend,0
91,of,0
91,revolves,0
91,around,0
91,the,0
91,mythical,0
91,creatures,0
91,of,0
92,The,0
92,hiking,0
92,trail,0
92,leads,0
92,to,0
92,a,0
92,beautiful,0
92,valley,0
92,near,0
93,is,0
93,famed,0
93,for,0
93,its,0
93,challenging,0
93,climbing,0
93,routes,0
93,and,0
93,unique,0
93,geology,0
94,The,0
94,hiking,0
94,trail,0
94,leads,0
94,to,0
94,a,0
94,beautiful,0
94,valley,0
94,near,0
95,Mount,1
95,Olympus,2
95,is,0
95,a,0
95,prominent,0
95,feature,0
95,in,0
95,the,0
95,landscape,0
95,of,0
96,Many,0
96,climbers,0
96,dream,0
96,of,0
96,scaling,0
96,the,0
96,summit,0
96,of,0
96,a,0
96,great,0
96,peak,0
97,Mount,1
97,K2,2
97,is,0
97,a,0
97,prominent,0
97,feature,0
97,in,0
97,the,0
97,landscape,0
97,of,0
98,The,0
98,hiking,0
98,trail,0
98,leads,0
98,to,0
98,a,0
98,beautiful,0
98,valley,0
98,near,0
99,is,0
99,famed,0
99,for,0
99,its,0
99,challenging,0
99,climbing,0
99,routes,0
99,and,0
99,unique,0
99,geology,0
100,The,0
100,legend,0
100,of,0
100,revolves,0
100,around,0
100,the,0
100,mythical,0
100,creatures,0
100,of,0
