id,tokens,ner_tags
2021,revolves,0
2021,around,0
2021,the,0
2021,mythical,0
2021,creatures,0
2021,of,0
2022,Mount,1
2022,K2,2
2022,is,0
2022,a,0
2022,prominent,0
2022,feature,0
2022,in,0
2022,the,0
2022,landscape,0
2022,of,0
2023,Mount,1
2023,Aconcagua,2
2023,is,0
2023,a,0
2023,prominent,0
2023,feature,0
2023,in,0
2023,the,0
2023,landscape,0
2023,of,0
2024,The,0
2024,hiking,0
2024,trail,0
2024,leads,0
2024,to,0
2024,a,0
2024,beautiful,0
2024,valley,0
2024,near,0
2025,Mount,1
2025,Kilimanjaro,2
2025,is,0
2025,a,0
2025,prominent,0
2025,feature,0
2025,in,0
2025,the,0
2025,landscape,0
2025,of,0
2026,Mount,1
2026,Denali,2
2026,is,0
2026,a,0
2026,prominent,0
2026,feature,0
2026,in,0
2026,the,0
2026,landscape,0
2026,of,0
2027,Many,0
2027,climbers,0
2027,dream,0
2027,of,0
2027,scaling,0
2027,the,0
2027,summit,0
2027,of,0
2027,a,0
2027,great,0
2027,peak,0
2028,is,0
2028,famed,0
2028,for,0
2028,its,0
2028,challenging,0
2028,climbing,0
2028,routes,0
2028,and,0
2028,unique,0
2028,geology,0
2029,The,0
2029,legend,0
2029,of,0
2029,revolves,0
2029,around,0
2029,the,0
2029,mythical,0
2029,creatures,0
2029,of,0
2030,The,0
2030,legend,0
2030,of,0
2030,revolves,0
2030,around,0
2030,the,0
2030,mythical,0
2030,creatures,0
2030,of,0
2031,is,0
2031,famed,0
2031,for,0
2031,its,0
2031,challenging,0
2031,climbing,0
2031,routes,0
2031,and,0
2031,unique,0
2031,geology,0
2032,Mount,1
2032,McKinley,2
2032,is,0
2032,a,0
2032,prominent,0
2032,feature,0
2032,in,0
2032,the,0
2032,landscape,0
2032,of,0
2033,Mount,1
2033,Makalu,2
2033,is,0
2033,a,0
2033,prominent,0
2033,feature,0
2033,in,0
2033,the,0
2033,landscape,0
2033,of,0
2034,Many,0
2034,climbers,0
2034,dream,0
2034,of,0
2034,scaling,0
2034,the,0
2034,summit,0
2034,of,0
2034,a,0
2034,great,0
2034,peak,0
2035,The,0
2035,expedition,0
2035,team,0
2035,set,0
2035,up,0
2035,camp,0
2035,at,0
2035,the,0
2035,base,0
2035,of,0
2036,The,0
2036,hiking,0
2036,trail,0
2036,leads,0
2036,to,0
2036,a,0
2036,beautiful,0
2036,valley,0
2036,near,0
2037,The,0
2037,legend,0
2037,of,0
2037,revolves,0
2037,around,0
2037,the,0
2037,mythical,0
2037,creatures,0
2037,of,0
2038,is,0
2038,famed,0
2038,for,0
2038,its,0
2038,challenging,0
2038,climbing,0
2038,routes,0
2038,and,0
2038,unique,0
2038,geology,0
2039,is,0
2039,famed,0
2039,for,0
2039,its,0
2039,challenging,0
2039,climbing,0
2039,routes,0
2039,and,0
2039,unique,0
2039,geology,0
2040,The,0
2040,legend,0
2040,of,0
2040,revolves,0
2040,around,0
2040,the,0
2040,mythical,0
2040,creatures,0
2040,of,0
2041,Many,0
2041,climbers,0
2041,dream,0
2041,of,0
2041,scaling,0
2041,the,0
2041,summit,0
2041,of,0
2041,a,0
2041,great,0
2041,peak,0
2042,The,0
2042,hiking,0
2042,trail,0
2042,leads,0
2042,to,0
2042,a,0
2042,beautiful,0
2042,valley,0
2042,near,0
2043,Mount,1
2043,Olympus,2
2043,is,0
2043,a,0
2043,prominent,0
2043,feature,0
2043,in,0
2043,the,0
2043,landscape,0
2043,of,0
2044,Mount,1
2044,Mont Blanc,2
2044,is,0
2044,a,0
2044,prominent,0
2044,feature,0
2044,in,0
2044,the,0
2044,landscape,0
2044,of,0
2045,Many,0
2045,climbers,0
2045,dream,0
2045,of,0
2045,scaling,0
2045,the,0
2045,summit,0
2045,of,0
2045,a,0
2045,great,0
2045,peak,0
2046,Mount,1
2046,Annapurna,2
2046,is,0
2046,a,0
2046,prominent,0
2046,feature,0
2046,in,0
2046,the,0
2046,landscape,0
2046,of,0
2047,The,0
2047,legend,0
2047,of,0
2047,revolves,0
2047,around,0
2047,the,0
2047,mythical,0
2047,creatures,0
2047,of,0
2048,Many,0
2048,climbers,0
2048,dream,0
2048,of,0
2048,scaling,0
2048,the,0
2048,summit,0
2048,of,0
2048,a,0
2048,great,0
2048,peak,0
2049,Many,0
2049,climbers,0
2049,dream,0
2049,of,0
2049,scaling,0
2049,the,0
2049,summit,0
2049,of,0
2049,a,0
2049,great,0
2049,peak,0
2050,is,0
2050,famed,0
2050,for,0
2050,its,0
2050,challenging,0
2050,climbing,0
2050,routes,0
2050,and,0
2050,unique,0
2050,geology,0
2051,Many,0
2051,climbers,0
2051,dream,0
2051,of,0
2051,scaling,0
2051,the,0
2051,summit,0
2051,of,0
2051,a,0
2051,great,0
2051,peak,0
2052,is,0
2052,famed,0
2052,for,0
2052,its,0
2052,challenging,0
2052,climbing,0
2052,routes,0
2052,and,0
2052,unique,0
2052,geology,0
2053,The,0
2053,expedition,0
2053,team,0
2053,set,0
2053,up,0
2053,camp,0
2053,at,0
2053,the,0
2053,base,0
2053,of,0
2054,Mount,1
2054,McKinley,2
2054,is,0
2054,a,0
2054,prominent,0
2054,feature,0
2054,in,0
2054,the,0
2054,landscape,0
2054,of,0
2055,Many,0
2055,climbers,0
2055,dream,0
2055,of,0
2055,scaling,0
2055,the,0
2055,summit,0
2055,of,0
2055,a,0
2055,great,0
2055,peak,0
2056,The,0
2056,legend,0
2056,of,0
2056,revolves,0
2056,around,0
2056,the,0
2056,mythical,0
2056,creatures,0
2056,of,0
2057,The,0
2057,legend,0
2057,of,0
2057,revolves,0
2057,around,0
2057,the,0
2057,mythical,0
2057,creatures,0
2057,of,0
2058,Mount,1
2058,Fuji,2
2058,is,0
2058,a,0
2058,prominent,0
2058,feature,0
2058,in,0
2058,the,0
2058,landscape,0
2058,of,0
2059,Mount,1
2059,Vesuvius,2
2059,is,0
2059,a,0
2059,prominent,0
2059,feature,0
2059,in,0
2059,the,0
2059,landscape,0
2059,of,0
2060,Many,0
2060,climbers,0
2060,dream,0
2060,of,0
2060,scaling,0
2060,the,0
2060,summit,0
2060,of,0
2060,a,0
2060,great,0
2060,peak,0
2061,Many,0
2061,climbers,0
2061,dream,0
2061,of,0
2061,scaling,0
2061,the,0
2061,summit,0
2061,of,0
2061,a,0
2061,great,0
2061,peak,0
2062,Many,0
2062,climbers,0
2062,dream,0
2062,of,0
2062,scaling,0
2062,the,0
2062,summit,0
2062,of,0
2062,a,0
2062,great,0
2062,peak,0
2063,Mount,1
2063,Elbrus,2
2063,is,0
2063,a,0
2063,prominent,0
2063,feature,0
2063,in,0
2063,the,0
2063,landscape,0
2063,of,0
2064,The,0
2064,expedition,0
2064,team,0
2064,set,0
2064,up,0
2064,camp,0
2064,at,0
2064,the,0
2064,base,0
2064,of,0
2065,is,0
2065,famed,0
2065,for,0
2065,its,0
2065,challenging,0
2065,climbing,0
2065,routes,0
2065,and,0
2065,unique,0
2065,geology,0
2066,Mount,1
2066,Denali,2
2066,is,0
2066,a,0
2066,prominent,0
2066,feature,0
2066,in,0
2066,the,0
2066,landscape,0
2066,of,0
2067,Mount,1
2067,Eiger,2
2067,is,0
2067,a,0
2067,prominent,0
2067,feature,0
2067,in,0
2067,the,0
2067,landscape,0
2067,of,0
2068,Mount,1
2068,Kilimanjaro,2
2068,is,0
2068,a,0
2068,prominent,0
2068,feature,0
2068,in,0
2068,the,0
2068,landscape,0
2068,of,0
2069,The,0
2069,legend,0
2069,of,0
2069,revolves,0
2069,around,0
2069,the,0
2069,mythical,0
2069,creatures,0
2069,of,0
2070,is,0
2070,famed,0
2070,for,0
2070,its,0
2070,challenging,0
2070,climbing,0
2070,routes,0
2070,and,0
2070,unique,0
2070,geology,0
2071,The,0
2071,hiking,0
2071,trail,0
2071,leads,0
2071,to,0
2071,a,0
2071,beautiful,0
2071,valley,0
2071,near,0
2072,Mount,1
2072,Denali,2
2072,is,0
2072,a,0
2072,prominent,0
2072,feature,0
2072,in,0
2072,the,0
2072,landscape,0
2072,of,0
2073,The,0
2073,hiking,0
2073,trail,0
2073,leads,0
2073,to,0
2073,a,0
2073,beautiful,0
2073,valley,0
2073,near,0
2074,is,0
2074,famed,0
2074,for,0
2074,its,0
2074,challenging,0
2074,climbing,0
2074,routes,0
2074,and,0
2074,unique,0
2074,geology,0
2075,The,0
2075,expedition,0
2075,team,0
2075,set,0
2075,up,0
2075,camp,0
2075,at,0
2075,the,0
2075,base,0
2075,of,0
2076,Many,0
2076,climbers,0
2076,dream,0
2076,of,0
2076,scaling,0
2076,the,0
2076,summit,0
2076,of,0
2076,a,0
2076,great,0
2076,peak,0
2077,The,0
2077,legend,0
2077,of,0
2077,revolves,0
2077,around,0
2077,the,0
2077,mythical,0
2077,creatures,0
2077,of,0
2078,The,0
2078,hiking,0
2078,trail,0
2078,leads,0
2078,to,0
2078,a,0
2078,beautiful,0
2078,valley,0
2078,near,0
2079,Many,0
2079,climbers,0
2079,dream,0
2079,of,0
2079,scaling,0
2079,the,0
2079,summit,0
2079,of,0
2079,a,0
2079,great,0
2079,peak,0
2080,The,0
2080,hiking,0
2080,trail,0
2080,leads,0
2080,to,0
2080,a,0
2080,beautiful,0
2080,valley,0
2080,near,0
2081,is,0
2081,famed,0
2081,for,0
2081,its,0
2081,challenging,0
2081,climbing,0
2081,routes,0
2081,and,0
2081,unique,0
2081,geology,0
2082,The,0
2082,hiking,0
2082,trail,0
2082,leads,0
2082,to,0
2082,a,0
2082,beautiful,0
2082,valley,0
2082,near,0
2083,is,0
2083,famed,0
2083,for,0
2083,its,0
2083,challenging,0
2083,climbing,0
2083,routes,0
2083,and,0
2083,unique,0
2083,geology,0
2084,The,0
2084,hiking,0
2084,trail,0
2084,leads,0
2084,to,0
2084,a,0
2084,beautiful,0
2084,valley,0
2084,near,0
2085,Mount,1
2085,Lhotse,2
2085,is,0
2085,a,0
2085,prominent,0
2085,feature,0
2085,in,0
2085,the,0
2085,landscape,0
2085,of,0
2086,The,0
2086,legend,0
2086,of,0
2086,revolves,0
2086,around,0
2086,the,0
2086,mythical,0
2086,creatures,0
2086,of,0
2087,Mount,1
2087,Matterhorn,2
2087,is,0
2087,a,0
2087,prominent,0
2087,feature,0
2087,in,0
2087,the,0
2087,landscape,0
2087,of,0
2088,is,0
2088,famed,0
2088,for,0
2088,its,0
2088,challenging,0
2088,climbing,0
2088,routes,0
2088,and,0
2088,unique,0
2088,geology,0
2089,The,0
2089,expedition,0
2089,team,0
2089,set,0
2089,up,0
2089,camp,0
2089,at,0
2089,the,0
2089,base,0
2089,of,0
2090,is,0
2090,famed,0
2090,for,0
2090,its,0
2090,challenging,0
2090,climbing,0
2090,routes,0
2090,and,0
2090,unique,0
2090,geology,0
2091,The,0
2091,legend,0
2091,of,0
2091,revolves,0
2091,around,0
2091,the,0
2091,mythical,0
2091,creatures,0
2091,of,0
2092,The,0
2092,hiking,0
2092,trail,0
2092,leads,0
2092,to,0
2092,a,0
2092,beautiful,0
2092,valley,0
2092,near,0
2093,is,0
2093,famed,0
2093,for,0
2093,its,0
2093,challenging,0
2093,climbing,0
2093,routes,0
2093,and,0
2093,unique,0
2093,geology,0
2094,The,0
2094,hiking,0
2094,trail,0
2094,leads,0
2094,to,0
2094,a,0
2094,beautiful,0
2094,valley,0
2094,near,0
2095,Mount,1
2095,Olympus,2
2095,is,0
2095,a,0
2095,prominent,0
2095,feature,0
2095,in,0
2095,the,0
2095,landscape,0
2095,of,0
2096,Many,0
2096,climbers,0
2096,dream,0
2096,of,0
2096,scaling,0
2096,the,0
2096,summit,0
2096,of,0
2096,a,0
2096,great,0
2096,peak,0
2097,Mount,1
2097,K2,2
2097,is,0
2097,a,0
2097,prominent,0
2097,feature,0
2097,in,0
2097,the,0
2097,landscape,0
2097,of,0
2098,The,0
2098,hiking,0
2098,trail,0
2098,leads,0
2098,to,0
2098,a,0
2098,beautiful,0
2098,valley,0
2098,near,0
2099,is,0
2099,famed,0
2099,for,0
2099,its,0
2099,challenging,0
2099,climbing,0
2099,routes,0
2099,and,0
2099,unique,0
2099,geology,0
2100,The,0
2100,legend,0
2100,of,0
2100,revolves,0
2100,around,0
2100,the,0
2100,mythical,0
2100,creatures,0
2100,of,0
